0.0,1.0,0.0,0.0
0.0,0.659,0.341,0.6908
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.846,0.154,0.4753
0.0,0.863,0.137,0.4019
0.0,0.727,0.273,0.4588
0.0,0.825,0.175,0.1779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.702,0.298,0.8034
0.0,1.0,0.0,0.0
0.0,0.743,0.257,0.6369
0.128,0.872,0.0,-0.296
0.0,0.886,0.114,0.2023
0.115,0.714,0.17,0.25
0.0,0.809,0.191,0.3182
0.138,0.862,0.0,-0.34
0.0,1.0,0.0,0.0
0.125,0.875,0.0,-0.25
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.743,0.257,0.6369
0.0,1.0,0.0,0.0
0.0,0.844,0.156,0.34
0.0,0.795,0.205,0.2023
0.0,0.833,0.167,0.34
0.0,0.705,0.295,0.8378
0.0,1.0,0.0,0.0
0.0,0.888,0.112,0.2263
0.0,0.8,0.2,0.3612
0.0,0.658,0.342,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.139,0.743,0.118,-0.1531
0.0,0.854,0.146,0.34
0.0,0.844,0.156,0.34
0.0,0.746,0.254,0.34
0.312,0.573,0.115,-0.6289
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.822,0.178,0.5994
0.0,0.862,0.138,0.34
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.542,0.458,0.7755
0.0,0.833,0.167,0.34
0.0,0.756,0.244,0.4404
0.0,0.732,0.268,0.296
0.24,0.76,0.0,-0.7184
0.101,0.729,0.17,0.4019
0.0,1.0,0.0,0.0
0.0,0.822,0.178,0.5994
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.508,0.492,0.4404
0.0,1.0,0.0,0.0
0.0,0.708,0.292,0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.293,0.707,0.0,-0.7003
0.0,0.833,0.167,0.34
0.0,1.0,0.0,0.0
0.0,0.798,0.202,0.5106
0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0
0.412,0.588,0.0,-0.5423
0.0,0.0,0.0,0.0
0.0,0.63,0.37,0.4466
0.185,0.714,0.101,-0.4588
0.0,0.816,0.184,0.4019
0.116,0.714,0.17,0.1531
0.0,1.0,0.0,0.0
0.0,0.785,0.215,0.5499
0.202,0.674,0.124,-0.3612
0.0,0.833,0.167,0.34
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.712,0.288,0.784
0.0,0.844,0.156,0.34
0.272,0.728,0.0,-0.4767
0.0,1.0,0.0,0.0
0.213,0.656,0.131,-0.3612
0.0,0.84,0.16,0.2263
0.0,1.0,0.0,0.0
0.0,0.884,0.116,0.3612
0.0,0.844,0.156,0.34
0.175,0.569,0.256,0.4572
0.0,0.854,0.146,0.34
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.34
0.0,0.619,0.381,0.6748
0.0,1.0,0.0,0.0
0.0,0.691,0.309,0.7717
0.0,0.821,0.179,0.34
0.291,0.709,0.0,-0.6249
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.631
0.0,1.0,0.0,0.0
0.06,0.94,0.0,-0.0387
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.34
0.0,0.745,0.255,0.4767
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.854,0.146,0.34
0.0,0.905,0.095,0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.66,0.34,0.5574
0.0,0.784,0.216,0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.8,0.2,0.3612
0.0,0.628,0.372,0.8519
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0
0.556,0.444,0.0,-0.3612
0.0,0.0,0.0,0.0
0.744,0.256,0.0,-0.4404
0.0,0.664,0.336,0.7964
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.805,0.195,0.5267
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.765,0.235,0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.592,0.408,0.7845
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.756,0.244,0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.925,0.075,0.0772
0.216,0.784,0.0,-0.5951
0.0,0.455,0.545,0.6988
0.0,0.814,0.186,0.6674
0.0,1.0,0.0,0.0
0.067,0.933,0.0,-0.0572
0.0,0.704,0.296,0.2732
0.073,0.733,0.194,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.165,0.653,0.183,-0.1154
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.323,0.608,0.068,-0.7717
0.0,0.735,0.265,0.6597
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.909,0.091,0.0516
0.15,0.694,0.156,0.0258
0.104,0.896,0.0,-0.296
0.0,0.817,0.183,0.5859
0.0,1.0,0.0,0.0
0.139,0.861,0.0,-0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.817,0.183,0.5859
0.276,0.724,0.0,-0.6369
0.244,0.756,0.0,-0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.646,0.354,0.658
0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.795,0.205,0.5994
0.0,1.0,0.0,0.0
